Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Learning Rate
1,1.2643993589380926,64.21861556050588,0.5968247499551627,83.47860935777979,0.001
2,0.6769578841432008,80.69728793182702,0.4723846569436435,85.68279731489831,0.001
3,0.5438252769376897,84.62689909597728,0.39300630255662,88.11742310389741,0.001
4,0.4783671488072358,86.46676803036196,0.35450514586558807,89.38984069732491,0.001
5,0.41534780284325235,88.098016336056,0.3672177253219371,89.58020238453061,0.001
6,0.3750535215357906,89.12108246997396,0.3820829803220337,89.85071636108606,0.001
7,0.34602546897157743,89.9496717466379,0.3560999684156671,90.44183949504058,0.001
