Learning Rate,Optimizer,Weight Decay,Freeze Layers,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Cohen Kappa,MCC Score
0.001,SGD,0,False,0.04758665462025435,98.56440719917966,0.1971473226391128,95.661757338944,0.9551870769249147,0.955200725604631
0.001,SGD,0.0001,False,0.07198977413376598,97.836002970192,0.19547543122372332,95.50145276024446,0.9535257247859317,0.9535442753618711
0.001,Adam,1e-05,True,1.745549491333912,47.04336244592954,1.5406325976722515,53.86233844304178,0.5227847233192563,0.5237927127539599
